,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
0,0.0,"[-1.571180108263976, -0.09707607306103672, 1.9199400660361112]","[0.24984687122430257, 0.0, 2.150183754530037]","[-0.07500664131834679, 0.009117522720144856, -0.03901001714341526]","[-0.005434047225592482, 0.0, 0.006520856484764923]","[0.006866053919430285, -0.24922025543616874, -0.009826544923846194, -0.9683725569833334]","[[0.8755852551100541, -0.022453832291710912, 0.48254117284294673], [0.015609193445155219, 0.9997124411565435, 0.018195744452640158], [-0.4828110511921021, -0.008399848308736413, 0.8756840916874858]]","[-0.05506601398555576, -0.08310200012969025, 0.021581097522163153]",[0.6724156497630708],"[0.011309819505420227, -0.2988878681733786, 0.0, -0.9542146337742243]",[0.48328152701800003],"[-17.41415682874361, -0.6566559815967191, -5.664430379277224]","[1176.3408887997357, 1337.7271103978858, 1186.853128122833, 1346.239349720983]"
1,0.020000000000003126,"[-1.5726886213924332, -0.0966788345295997, 1.9196360155128933]","[0.24971813949513347, 0.0, 2.150338232599009]","[-0.06714824812417508, 0.016823083421483715, -0.032097972325858475]","[-0.007423483849332825, 0.0, 0.008908179839606139]","[0.007567277506026284, -0.2485641966861303, -0.009942600990411794, -0.9685347144807889]","[[0.8762337416545606, -0.023021416931662684, 0.48133562969344346], [0.015497599914116898, 0.9996875340252968, 0.01960109117369699], [-0.481636583376748, -0.009715592661087263, 0.8763169249057633]]","[-0.060786963275408966, -0.07389039219896909, 0.026099741157286686]",[0.6842017405874637],"[0.008642623424575734, -0.3059651141354941, 0.0, -0.951992403352719]",[0.48328152701800003],"[-17.675123149218134, -0.7197715668270757, -6.241589232039729]","[1172.5066230633408, 1429.4846164161447, 1193.6975537785966, 1422.8637500906684]"
2,0.03999999999999915,"[-1.5739369781125807, -0.0962854793298072, 1.9195808879769232]","[0.24955216354451773, 0.0, 2.150537403710717]","[-0.057394440521245996, 0.019147883905817727, -0.013295734549170725]","[-0.00941292022417823, 0.0, 0.011295501999841886]","[0.008165310105154682, -0.24811120595114083, -0.010054345881147914, -0.9686449742251187]","[[0.8766794979910671, -0.023529993088099832, 0.48049915168296375], [0.015426373339479972, 0.9996644944498994, 0.020807764955938307], [-0.48082753909106, -0.010829381429452327, 0.876748333155036]]","[-0.05926569012189134, -0.04008808614781112, 0.02870442157601392]",[0.6902316709798487],"[0.008559829639950587, -0.3137363245615798, 0.0, -0.949468781784003]",[0.48328152701800003],"[-16.06209933430323, -0.42028297489169575, -3.5794347931092787]","[1175.8352116183605, 1513.0962172003588, 1221.3842969981883, 1482.5070877365981]"
3,0.060000000000002274,"[-1.5750311901369929, -0.09579639048150024, 1.919901324180947]","[0.24933627123604138, 0.0, 2.150796474381088]","[-0.0404108354806558, 0.02356223275591564, 0.012148483107284759]","[-0.011402355835485316, 0.0, 0.013682820495051373]","[0.008899495097701545, -0.2490436722520546, -0.01014496538251726, -0.9683974753147283]","[[0.8757472001975326, -0.024081443607811562, 0.48216595676462054], [0.015215991846528564, 0.9996342995491221, 0.02228957603584409], [-0.48252709704337277, -0.01218341830091582, 0.8757946388167696]]","[-0.06966529970204755, 0.10285605906733243, 0.027832927832857346]",[0.6912903141714157],"[0.007740881282677595, -0.3197429076606883, 0.0, -0.9474609996701828]",[0.48328152701800003],"[-15.227736364573284, 0.0774159131204748, -2.4767720168670984]","[1218.994794840071, 1532.9187463926414, 1273.9638687605784, 1497.849154618693]"
4,0.0799999999999983,"[-1.5760683470922148, -0.09518280185421649, 1.9206184017627237]","[0.24909567948365713, 0.0, 2.151085184322034]","[-0.018850991614364165, 0.03121231125925225, 0.046120399325606846]","[-0.013391790832443504, 0.0, 0.016070136041267207]","[0.00985629763734831, -0.25136038385416476, -0.010237827694090913, -0.9677871671676697]","[[0.873422291850332, -0.02477104203903946, 0.48632489350297464], [0.014861111009020385, 0.9995920837867261, 0.024224365336460413], [-0.48672852181062604, -0.01393082814038245, 0.8734376248758878]]","[-0.08442039564674444, 0.2783360328290258, 0.024824334971011344]",[0.6873458176032383],"[0.00567881639939187, -0.32588535920050765, 0.0, -0.9453879093889538]",[0.48328152701800003],"[-15.287043063511247, -0.27552453069238036, -2.1384026283114537]","[1259.7457974002837, 1539.5104889444387, 1308.4715540081668, 1502.6401040468625]"
5,0.10000000000000142,"[-1.576502316877933, -0.09449320169491437, 1.9222495731160094]","[0.2488053211499882, 0.0, 2.1514336139261547]","[-0.00037224658257218983, 0.0312455017363801, 0.07298953255497899]","[-0.015381223924577163, 0.0, 0.018457442444300427]","[0.010714125666789292, -0.2561317297052458, -0.010248725872115455, -0.9665254187203005]","[[0.8685776781774531, -0.025299763208420156, 0.4948960423279984], [0.014322853051163712, 0.9995550191234478, 0.025960997362430547], [-0.4953352668756717, -0.015460901822831209, 0.8685581659638492]]","[-0.06687949273033567, 0.41846097557329465, 0.011503668551103595]",[0.6871068874071282],"[0.006916977212348335, -0.3311868435893103, 0.0, -0.943530238993834]",[0.48328152701800003],"[-15.682926808137987, -1.7548008054800488, -2.977766020343452]","[1299.2762100386076, 1528.023635366337, 1314.7353320492912, 1505.7070459508793]"
6,0.11999999999999744,"[-1.5764104882549657, -0.09385174235440445, 1.9243133076243133]","[0.24847937153262753, 0.0, 2.1518247527639747]","[0.022065166470442044, 0.02450759707356177, 0.0971989359693303]","[-0.01737065487671057, 0.0, 0.020844738575313486]","[0.01110443561629603, -0.26093176121946365, -0.010174081631628544, -0.9652358031414725]","[[0.8636145682063817, -0.025435775595280288, 0.5034954013427092], [0.013845775824447234, 0.9995387192518511, 0.026746279738919403], [-0.5039473110804426, -0.016127315583193677, 0.8635749750997629]]","[-0.04901690947339551, 0.5344854999567068, -0.001703364378209761]",[0.6866581576045664],"[0.010934674147942502, -0.33467835796562784, 0.0, -0.9422651210959859]",[0.48328152701800003],"[-14.911885473180998, -0.136357161552213, -1.565074414544526]","[1322.574985524895, 1507.7899223393472, 1321.3968852286944, 1501.8863907652349]"
7,0.14000000000000057,"[-1.5758424611582236, -0.09315818116976922, 1.9269415515112505]","[0.2481139164381725, 0.0, 2.152263297666112]","[0.05387954061934906, 0.04230933170727187, 0.13808342951481029]","[-0.019360082566755685, 0.0, 0.023232019048458227]","[0.011410744095961281, -0.26668895800550374, -0.010063090204996942, -0.9636610510757869]","[[0.8575485603347787, -0.025481055074074353, 0.5137658684694927], [0.013308577261996885, 0.9995341508172543, 0.027359609380313805], [-0.5142251778580679, -0.016624749215969705, 0.8574906817420794]]","[-0.027384266019009246, 0.6538006769047595, -0.017903789564635463]",[0.6757380777599169],"[0.004405237189008232, -0.33919155736559, 0.0, -0.9406980620640578]",[0.48328152701800003],"[-14.38436491913506, 0.5631636712289105, 0.2761652808592281]","[1321.46207238606, 1497.5487640750655, 1321.646292225197, 1492.4837453083114]"
8,0.1599999999999966,"[-1.57446164391695, -0.09231776643761182, 1.9305745140643624]","[0.24770034225701537, 0.0, 2.1527595844173337]","[0.08445119389343432, 0.042628946812937905, 0.17451445720626863]","[-0.021349504391842782, 0.0, 0.025619271369836962]","[0.011335449113265344, -0.27279578064917603, -0.009892810826002066, -0.9619439961799735]","[[0.8509493385472638, -0.025217185338558323, 0.5246042478499972], [0.012848134579109403, 0.9995274296140517, 0.02720556854120611], [-0.5250528056648184, -0.016410700332830697, 0.8508880891461431]]","[-0.012868166929952077, 0.7118054072507124, -0.02284936401488145]",[0.6670269600112354],"[0.0056456835747895, -0.3433982648595162, 0.0, -0.9391573350891752]",[0.4837577520686549],"[-14.868910328265004, -1.7845101624060562, -0.44025248583932]","[1318.4672044035772, 1489.3141172810554, 1327.6588798397465, 1480.1221383943353]"
9,0.17999999999999972,"[-1.5725854198018305, -0.09138255005462671, 1.9347705650817055]","[0.2472572505706898, 0.0, 2.1532912912202016]","[0.11309532750422811, 0.03502950785563126, 0.19799539736461588]","[-0.023338921391685558, 0.0, 0.028006500530075792]","[0.011145587542373221, -0.2805750948838754, -0.009683727337682116, -0.9597053448910549]","[[0.8423424146898769, -0.024841398333358116, 0.538322974745183], [0.01233270120440649, 0.9995387341847389, 0.026826985305932947], [-0.5387546980682973, -0.015958934439533997, 0.8422815155968487]]","[-0.007400811894245952, 0.7829873877185741, -0.024043738148413797]",[0.6641794901456033],"[0.010120133909585955, -0.34555496951945697, 0.0, -0.9383438692642521]",[0.48419459492600003],"[-15.327516913852145, -1.2436933530526513, -1.901525803815474]","[1321.956455772878, 1458.372237745404, 1337.1589847924, 1438.4985441946726]"
