,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
0,0.0,"[-0.6942960252729639, -0.04196679367824263, 2.0491538424145315]","[0.24980841375159113, 0.0, 2.1502299034971135]","[0.01500611141666956, -0.023089853947730422, 0.04548501092970265]","[-0.0061711156847376715, 0.0, 0.00740533855836738]","[0.008679832424705831, -0.13082896620989387, 0.0018436699043846635, -0.9913652539312935]","[[0.9657607886749131, 0.0013843535598528104, 0.2594305881081132], [-0.005926647571850332, 0.9998425464921702, 0.01672735769635326], [-0.25936657712484706, -0.017692179406845022, 0.9656169079305038]]","[-0.05138066685214661, -0.11273522535175509, 0.006907461538326471]",[0.5105897822621355],"[0.010613754853999563, -0.12995786671884443, 0.0, -0.9914626113559767]",[0.4779376815127523],"[-7.188735183575866, -0.4635095101041892, -0.8192828845249878]","[978.8121406191565, 1195.4253447123879, 988.0651802624062, 1131.1438855654349]"
1,0.020000000000003126,"[-0.6936734006688754, -0.04243122926957165, 2.048762740965347]","[0.249660826837633, 0.0, 2.150407007774391]","[0.030378985246696768, -0.015694849270723826, 0.04094817148469858]","[-0.00816055220707704, 0.0, 0.009792661426482545]","[0.009506926359797729, -0.12959134869376163, 0.0019240660486212532, -0.9915199616893647]","[[0.9664045963908623, 0.001351468971836582, 0.25702140209269453], [-0.006279530607430427, 0.9998116684057773, 0.018353929891667103], [-0.256948234275752, -0.01935129914853392, 0.96623123715356]]","[-0.059190934801630436, -0.1092332552412276, 0.002436901768370781]",[0.511157311922325],"[0.00928468263428182, -0.12724746751252614, 0.0, -0.9918261483032311]",[0.478029002732],"[-7.128531573271554, -0.509049315197399, -0.8609449623771965]","[987.7230121753486, 1187.4557890934625, 976.376545953888, 1141.5197747143775]"
2,0.03999999999999915,"[-0.6931590158903338, -0.04276531765360211, 2.048572800562582]","[0.24948179751896937, 0.0, 2.1506218429269146]","[0.021532283495719347, -0.03004575260620463, 0.0406061863030351]","[-0.010149988456890373, 0.0, 0.012179982986394637]","[0.010001583773703134, -0.12856149509364317, 0.0019915120388206754, -0.9916491459042712]","[[0.9669360361097393, 0.0013781252982059998, 0.25501563016056], [-0.006521399551212386, 0.9997920887952002, 0.01932406048334991], [-0.2549359570625896, -0.020348187544181013, 0.9667439049941761]]","[-0.05801502348317692, -0.11332646283175467, 0.003994320904566664]",[0.5123054800044039],"[0.012109561168823654, -0.12911894472434782, 0.0, -0.9915550311326964]",[0.478029002732],"[-7.067442241977946, -0.023383475632695383, 0.8798076128827894]","[1003.7975184891972, 1172.1729420129686, 935.1070699646644, 1182.8794213137999]"
3,0.060000000000002274,"[-0.6925383321393415, -0.043072837915060114, 2.048478285411012]","[0.24925871479515024, 0.0, 2.1508895420851877]","[0.03237293186054718, -0.009359238030825404, 0.06364994807462443]","[-0.012139423978971471, 0.0, 0.0145673010535224]","[0.010240395256449805, -0.12731739416558502, 0.002010237998896383, -0.9918071058346611]","[[0.9675724409652079, 0.0013799757848949501, 0.25258976372289577], [-0.006595097542002179, 0.9997821472894212, 0.019801117036460692], [-0.2525074211962228, -0.020824870091149205, 0.9673707916888157]]","[-0.027714943514349923, -0.13159625671658484, 0.0006509316395444508]",[0.5090209072062185],"[0.008277952682353183, -0.12824294393671767, 0.0, -0.9917080211826997]",[0.478029002732],"[-6.305433265480836, 0.39712712965455066, 0.8813924515418172]","[985.3225898581582, 1191.6121553685314, 975.1152933620554, 1144.7553911008574]"
4,0.0799999999999983,"[-0.6919461124626092, -0.04344230175402713, 2.0484476707443466]","[0.2489936551667836, 0.0, 2.151207613394891]","[0.029020060830254366, -0.0190412525399002, 0.06233080312653272]","[-0.014128858241962652, 0.0, 0.0169546130766125]","[0.010297708275463852, -0.12626274563762713, 0.0020791573370217494, -0.991941144724129]","[[0.9681066735611578, 0.0015243695766230907, 0.25053324599902965], [-0.006725237259164612, 0.9997791498416089, 0.019904400841627534], [-0.25044760377616787, -0.020954481297567468, 0.9679032337601687]]","[-0.013051967766336516, -0.10999200967201127, -0.007994430625471036]",[0.5099921303057288],"[0.010224212640562532, -0.12905927869245537, 0.0, -0.9915837860680092]",[0.478029002732],"[-7.188700919145977, -1.0462576093329523, -1.2107411605533223]","[1001.5847660976495, 1178.7383250784897, 964.4437544898832, 1158.8740590701448]"
5,0.10000000000000142,"[-0.6912402786321578, -0.04376151515251161, 2.0485076584749162]","[0.24869372592433076, 0.0, 2.1515675280310362]","[0.02938204094138995, -0.013348930704557319, 0.06390046089318716]","[-0.01611829088204398, 0.0, 0.01934191730975242]","[0.010528101196695753, -0.12511427965730945, 0.002229006304199114, -0.9920840047654755]","[[0.9686829619830404, 0.0017882914070670047, 0.24829468563941984], [-0.007057154596602392, 0.9997684461017595, 0.02033176055938529], [-0.2482008168236651, -0.021447282631791183, 0.968471217091633]]","[0.002552852453224402, -0.09826206141733329, -0.009656594355735916]",[0.5102962841318393],"[0.009210566072792655, -0.12929024704078992, 0.0, -0.9915639920652196]",[0.478029002732],"[-7.621111432613924, -0.3460832501089272, 0.041870101539380755]","[996.5754215020773, 1176.9507457557054, 962.949744745831, 1150.775236748432]"
6,0.11999999999999744,"[-0.6905696276173263, -0.04417666244067319, 2.0487979162453405]","[0.2483515197388426, 0.0, 2.1519781745935145]","[0.020838927247952617, -0.016989243432672625, 0.07570706014266021]","[-0.018107720721558713, 0.0, 0.02172920810058774]","[0.010540835922497743, -0.12378138557598722, 0.0022520801198129318, -0.9922510120834117]","[[0.9693462769225225, 0.0018597390051228054, 0.24569188784377524], [-0.007078776107586445, 0.9997677213088549, 0.020360779029289976], [-0.24559693261566615, -0.0214758414199243, 0.9691342022083647]]","[0.009719755558123426, -0.11909405741713826, -0.0036275248711943727]",[0.5095815185309275],"[0.010030387827819669, -0.13152400124885283, 0.0, -0.9912621899350601]",[0.478029002732],"[-6.131954692125275, -0.5242288002599285, 0.898925608901628]","[1000.4001380843458, 1172.6054577850564, 923.4547159349097, 1193.9468211167864]"
7,0.14000000000000057,"[-0.6900030051015409, -0.044423965295647024, 2.0491297381922]","[0.2479691657880417, 0.0, 2.1524369978253426]","[0.03465913172542963, -0.012628942807103633, 0.08717782945736624]","[-0.020097146696252278, 0.0, 0.024116480339698442]","[0.01007279064478475, -0.12268790349484857, 0.0023042394920602207, -0.9923915036527899]","[[0.969884726450021, 0.0021017962555012373, 0.2435552863025202], [-0.007045034521705896, 0.9997864475551962, 0.01942689908305358], [-0.24346244581452436, -0.020557708332777192, 0.9696924232665473]]","[0.03258150345803858, -0.11770327178384953, -0.007351184199713924]",[0.5078141800459121],"[0.00929778024219108, -0.1296616257911434, 0.0, -0.9915146369062133]",[0.478029002732],"[-7.423480528540596, -0.6026557345241019, 0.03301462601937999]","[997.4604833491528, 1174.6588507855347, 958.6623085107503, 1161.0821700302781]"
8,0.1599999999999966,"[-0.6894559361141022, -0.044750152938905545, 2.049682716419235]","[0.24754783466880234, 0.0, 2.1529425927349877]","[0.011205579940346889, -0.016797832921920185, 0.08901673830501548]","[-0.02208656754847961, 0.0, 0.026503727991293538]","[0.009954405250603506, -0.12154948267645324, 0.002349168691156313, -0.9925326916302243]","[[0.9704404388061783, 0.002243347831128401, 0.2413304395685505], [-0.007083159065378905, 0.9997908119162185, 0.01918906479565953], [-0.2412369012599353, -0.020331225752178612, 0.9702532956254708]]","[0.004968132937236948, -0.09697774002059624, -0.004530363229504568]",[0.5091781094269023],"[0.010171978521502312, -0.1342756374593987, 0.0, -0.9908917982323305]",[0.478029002732],"[-8.125396041755657, 0.011586352641398956, -0.319740843372319]","[967.507628188443, 1200.7768439648255, 948.2510580514149, 1168.0243219072536]"
9,0.17999999999999972,"[-0.689053183896792, -0.04493855371640552, 2.050225715944755]","[0.24708338195781068, 0.0, 2.153499932017027]","[0.017000353718502333, -0.0057022380727531664, 0.0964846618383861]","[-0.02407598083248537, 0.0, 0.02889093931560567]","[0.009917545549577548, -0.12061208021172988, 0.0024087510019691577, -0.992647250502473]","[[0.9708938456654572, 0.002389728519841259, 0.23949827739467403], [-0.0071744317171577865, 0.9997916780320029, 0.019108199704923206], [-0.23940272180355557, -0.02027029758116156, 0.9707087344087802]]","[0.0018244308225120053, -0.10106638883086014, -0.0027588651114739664]",[0.508315740989649],"[0.00811246448468532, -0.1337622485596841, 0.0, -0.9909799085760166]",[0.478029002732],"[-6.253668724920306, -0.1709058082801594, -0.19376720002977166]","[974.5388136023079, 1189.3085120621556, 937.1066620475199, 1173.0637927037437]"
